37,Avdotya,PERSON,0.471007258,0.200000003,0.200000003
37,Avdotya,PERSON,0.080686711,-0.200000003,0.200000003
37,Avdotya,PERSON,0.175932631,0,0
37,Avdotya,PERSON,0.714275777,0,0.100000001
37,Avdotya,PERSON,0.93912971,0,0.100000001
37,Avdotya,PERSON,0.853919744,-0.100000001,0.200000003
37,Avdotya,OTHER,0.092770934,0.100000001,0.100000001
37,Avdotya,PERSON,0.21958515,0.200000003,0.200000003
37,Avdotya,PERSON,0.590115964,0,0.100000001
37,Avdotya,PERSON,0.004455002,0,0
5,Avdotya Romanovna,OTHER,0.003409648,0,0
16,Avdotya Romanovna,OTHER,0.571233034,0,0
24,Avdotya'a,LOCATION,0.008597144,0,0
14,Babushkin,PERSON,0.100921243,0,0
14,Babushkin,PERSON,0.076511584,0,0
13,Bakaleyev,PERSON,0.63388586,0,0
13,Bakaleyev,PERSON,0.003903781,-0.100000001,0.100000001
17,Bakaleyev,PERSON,0.071690165,0.100000001,0.100000001
21,Bakaleyev,PERSON,0.22833246,0,0
21,Bakaleyev,PERSON,0.021390799,0,0
21,Bakaleyev,OTHER,0.001479439,0,0
23,Bakaleyev,LOCATION,0.299814671,0,0
11,"Come, Rodion",OTHER,0.035006855,0,0
32,Dagestan,LOCATION,0.204881698,0,0
32,Dagestan,LOCATION,0.061417766,0,0
3,Darya Frantsovna,PERSON,0.001290534,0,0.200000003
3,Darya Frantsovna,PERSON,0.131647736,-0.100000001,0.5
5,Darya Frantsovnas,PERSON,0.045942836,0,0
5,Dmitri,PERSON,0.161548883,0,0
5,Dmitri,PERSON,0.160517946,0.100000001,0.200000003
5,Dmitri,PERSON,0.855293274,0,9.100000381
6,Dmitri,PERSON,0.44404912,-0.100000001,0.300000012
6,Dmitri,PERSON,0.137063935,-0.200000003,0.200000003
6,Dmitri,PERSON,0.060165718,0,0
6,Dmitri,PERSON,0.86924243,0.100000001,0.400000006
10,Dmitri,PERSON,0.026889486,0,0
10,Dmitri,PERSON,0.262413919,0,0
10,Dmitri,PERSON,0.078564502,-0.200000003,1
10,Dmitri,PERSON,0.687126219,-0.400000006,1.799999952
10,Dmitri,PERSON,1,0.200000003,0.200000003
10,Dmitri,PERSON,0.028814398,0,0.100000001
10,Dmitri,PERSON,0.100788094,0,0.200000003
10,Dmitri,PERSON,0.277889818,-0.100000001,0.100000001
10,Dmitri,PERSON,0.118631989,-0.300000012,0.300000012
11,Dmitri,PERSON,0.387096822,0,0
11,Dmitri,PERSON,0.406423301,0,0.400000006
11,Dmitri,PERSON,0.25181058,0.100000001,0.300000012
11,Dmitri,PERSON,0.419705003,0,0.200000003
11,Dmitri,PERSON,0.534130156,0,0.100000001
11,Dmitri,PERSON,0.22855711,0,0.200000003
11,Dmitri,PERSON,0.689831018,0,0
11,Dmitri,PERSON,0.12712954,0.400000006,0.899999976
11,Dmitri,PERSON,0.627080917,0,0.300000012
11,Dmitri,PERSON,0.026909128,0.300000012,0.300000012
11,Dmitri,PERSON,0.006039682,0.100000001,0.100000001
11,Dmitri,PERSON,0.006627703,0,0
11,Dmitri,PERSON,0.015630908,0,0.300000012
11,Dmitri,PERSON,0.037471514,0,0
11,Dmitri,PERSON,0.184506878,0,0
11,Dmitri,PERSON,1,0,0
11,Dmitri,ORGANIZATION,0.027366927,0,0
11,Dmitri,PERSON,0.401201218,-0.300000012,0.600000024
11,Dmitri,PERSON,0.557046175,-0.100000001,0.600000024
11,Dmitri,PERSON,0.032118529,-0.100000001,0.100000001
12,Dmitri,PERSON,0.024919525,0,0
12,Dmitri,PERSON,0.977172852,-0.100000001,0.300000012
12,Dmitri,PERSON,0.073944114,0,0.100000001
12,Dmitri,PERSON,0.775805295,0,0.100000001
12,Dmitri,PERSON,0.012960182,0,0
12,Dmitri,PERSON,0.319806427,-0.200000003,2.200000048
12,Dmitri,PERSON,0.210363969,0,0
12,Dmitri,PERSON,0.726719618,0,0
12,Dmitri,PERSON,0.397193968,0,0.300000012
12,Dmitri,PERSON,0.007176644,0,0.5
12,Dmitri,PERSON,0.019478101,0,0.100000001
12,Dmitri,PERSON,0.636944413,0,1.299999952
12,Dmitri,ORGANIZATION,0.008077958,-0.100000001,0.100000001
12,Dmitri,PERSON,0.686285913,0,0
12,Dmitri,PERSON,0.652231872,0,0.200000003
12,Dmitri,PERSON,0.098051146,0,0
12,Dmitri,PERSON,0.049522668,-0.200000003,0.200000003
12,Dmitri,PERSON,0.075867355,0,0.200000003
12,Dmitri,PERSON,0.128842905,0,0
12,Dmitri,PERSON,0.150767043,0,0
12,Dmitri,PERSON,0.011642042,0,0.100000001
12,Dmitri,PERSON,0.076360755,0.100000001,0.100000001
13,Dmitri,PERSON,0.035470933,-0.100000001,0.300000012
13,Dmitri,PERSON,0.046057485,0,0
13,Dmitri,PERSON,0.026468858,0,0
13,Dmitri,PERSON,0.017711004,-0.100000001,0.300000012
13,Dmitri,PERSON,0.082682312,-0.200000003,0.200000003
13,Dmitri,ORGANIZATION,0.005871274,0,0
13,Dmitri,PERSON,0.625699341,0,0.200000003
13,Dmitri,PERSON,0.622170627,0.100000001,0.300000012
13,Dmitri,OTHER,0.139561027,0,0
13,Dmitri,PERSON,1,0,0
13,Dmitri,PERSON,0.051251132,0,0
13,Dmitri,PERSON,0.013340952,0,0
13,Dmitri,PERSON,0.148445025,0,0
13,Dmitri,PERSON,0.376611203,0,0
13,Dmitri,PERSON,0.07674098,0,0
13,Dmitri,PERSON,0.044728737,0,0
13,Dmitri,PERSON,0.547283649,0.200000003,0.200000003
13,Dmitri,PERSON,0.177502856,-0.200000003,0.200000003
13,Dmitri,PERSON,0.124781504,0,0
13,Dmitri,PERSON,0.621332228,0,0.100000001
13,Dmitri,PERSON,0.433000833,0.100000001,0.100000001
13,Dmitri,PERSON,0.272977948,0,0
13,Dmitri,PERSON,0.827445626,0,0.100000001
14,Dmitri,PERSON,0.698070288,0,3.5
14,Dmitri,PERSON,0.091882512,0,0
14,Dmitri,PERSON,0.098086178,0,0
14,Dmitri,PERSON,0.65580827,0,0.300000012
14,Dmitri,PERSON,1,0,0
14,Dmitri,PERSON,0.009855676,0,0
14,Dmitri,PERSON,0.307828188,-0.100000001,0.5
14,Dmitri,PERSON,0.11050348,0,0
14,Dmitri,PERSON,0.894090474,0,5
14,Dmitri,PERSON,0.702191353,0.100000001,0.300000012
14,Dmitri,PERSON,0.108693607,-0.300000012,0.300000012
14,Dmitri,PERSON,0.191332117,0.200000003,0.200000003
14,Dmitri,PERSON,0.666546822,-0.200000003,0.200000003
14,Dmitri,PERSON,0.970394313,-0.100000001,0.5
14,Dmitri,PERSON,0.246875972,0.100000001,0.5
14,Dmitri,PERSON,0.012761634,-0.100000001,0.100000001
14,Dmitri,PERSON,0.004937148,0,0
15,Dmitri,PERSON,0.476142257,0.100000001,4.199999809
15,Dmitri,PERSON,0.200732395,0,0.5
15,Dmitri,PERSON,0.051426318,0,0
15,Dmitri,PERSON,0.048058312,0,0
15,Dmitri,PERSON,0.187407225,0,0
15,Dmitri,PERSON,0.791480958,0,0.800000012
15,Dmitri,PERSON,0.071614072,0,0
15,Dmitri,PERSON,0.065051824,0,0
15,Dmitri,PERSON,0.67028296,-0.300000012,1.700000048
15,Dmitri,PERSON,0.079051293,-0.200000003,0.200000003
15,Dmitri,PERSON,0.222286522,0,0
16,Dmitri,PERSON,0.012108122,-0.200000003,0.200000003
16,Dmitri,PERSON,0.059265066,-0.100000001,0.100000001
16,Dmitri,PERSON,0.926624,0,0.400000006
16,Dmitri,PERSON,0.038910188,0,0
16,Dmitri,PERSON,0.561724365,0,0
16,Dmitri,PERSON,0.529784024,0,0.400000006
16,Dmitri,ORGANIZATION,0.013199273,0.200000003,0.200000003
16,Dmitri,PERSON,0.10710746,-0.100000001,0.100000001
16,Dmitri,PERSON,0.410253704,0,0.300000012
16,Dmitri,PERSON,0.377824396,0,2.400000095
16,Dmitri,ORGANIZATION,0.001362179,0.100000001,0.100000001
16,Dmitri,PERSON,0.025191933,0.200000003,0.200000003
16,Dmitri,PERSON,0.678186953,0,0.200000003
16,Dmitri,PERSON,0.06627626,0,0
16,Dmitri,PERSON,0.120705105,0,1.799999952
16,Dmitri,PERSON,0.865591407,-0.200000003,0.200000003
16,Dmitri,PERSON,0.124692805,-0.100000001,1.899999976
16,Dmitri,PERSON,0.006847059,0,0
16,Dmitri,PERSON,0.156208292,-0.100000001,2.400000095
16,Dmitri,PERSON,0.723420739,0,0
16,Dmitri,PERSON,0.039978672,0,0.899999976
16,Dmitri,PERSON,0.624982893,0,0.100000001
16,Dmitri,PERSON,0.587375641,-0.200000003,0.400000006
16,Dmitri,PERSON,0.010113413,0.100000001,0.100000001
16,Dmitri,PERSON,0.040636849,0.100000001,0.100000001
17,Dmitri,PERSON,0.793685913,0,2.5
17,Dmitri,PERSON,0.043285582,-0.200000003,2.200000048
17,Dmitri,PERSON,0.029143274,0,0
17,Dmitri,PERSON,0.730520189,0,0.300000012
17,Dmitri,PERSON,0.676038086,-0.400000006,1.200000048
17,Dmitri,PERSON,1,0,0
17,Dmitri,PERSON,0.247563973,-0.300000012,0.600000024
17,Dmitri,PERSON,0.272693396,0,0.200000003
17,Dmitri,PERSON,0.021005489,0.300000012,0.600000024
17,Dmitri,PERSON,0.113755703,0.100000001,0.800000012
17,Dmitri,PERSON,0.019100754,0,0
17,Dmitri,PERSON,0.4297373,-0.100000001,1.799999952
17,Dmitri,PERSON,0.100735284,0.100000001,0.100000001
17,Dmitri,PERSON,0.593533635,0,0.100000001
17,Dmitri,PERSON,0.20603478,-0.100000001,0.800000012
17,Dmitri,PERSON,0.058362968,0.100000001,0.300000012
17,Dmitri,PERSON,0.392274976,-0.200000003,2.200000048
17,Dmitri,PERSON,0.431752354,0,0
17,Dmitri,PERSON,0.221339539,0.100000001,0.100000001
17,Dmitri,PERSON,0.393278509,0,0
17,Dmitri,PERSON,0.004289603,0,0
17,Dmitri,PERSON,0.180509925,0.200000003,0.600000024
17,Dmitri,PERSON,1,0,0.100000001
17,Dmitri,PERSON,0.358082771,0,0.100000001
18,Dmitri,PERSON,0.013580405,0,0
18,Dmitri,PERSON,0.048547,-0.300000012,0.300000012
18,Dmitri,PERSON,0.038246769,-0.300000012,0.300000012
18,Dmitri,PERSON,0.302022398,0.100000001,0.699999988
18,Dmitri,PERSON,0.037871234,-0.100000001,0.100000001
18,Dmitri,PERSON,0.083555058,-0.200000003,0.200000003
18,Dmitri,PERSON,0.828869402,-0.100000001,0.200000003
18,Dmitri,ORGANIZATION,0.068090968,0.200000003,0.5
18,Dmitri,PERSON,0.403351843,-0.100000001,0.400000006
18,Dmitri,PERSON,0.166813493,0,0
18,Dmitri,PERSON,0.046198316,0,0
18,Dmitri,PERSON,1,0,0
18,Dmitri,PERSON,0.212530151,0,0
18,Dmitri,PERSON,0.006168534,0,0
18,Dmitri,PERSON,0.959225953,0.100000001,0.200000003
19,Dmitri,PERSON,0.253271997,0,0.100000001
19,Dmitri,PERSON,0.799953878,0,0
19,Dmitri,PERSON,0.131869271,0.100000001,0.100000001
19,Dmitri,PERSON,1,0.699999988,0.699999988
19,Dmitri,PERSON,0.036235154,0,0
19,Dmitri,PERSON,0.017875692,-0.100000001,0.100000001
19,Dmitri,PERSON,0.431885988,0.400000006,0.400000006
19,Dmitri,PERSON,0.26105085,0.300000012,0.699999988
19,Dmitri,PERSON,0.013451966,0.100000001,0.100000001
19,Dmitri,ORGANIZATION,0.244915873,-0.200000003,0.200000003
19,Dmitri,PERSON,0.506596029,0,0
19,Dmitri,PERSON,0.007636499,0,0
19,Dmitri,PERSON,0.243993789,0.300000012,0.300000012
19,Dmitri,PERSON,0.744290829,0,0
19,Dmitri,PERSON,0.928077579,0.100000001,4.900000095
19,Dmitri,PERSON,0.692521274,0.100000001,0.600000024
19,Dmitri,PERSON,0.297532529,0,0
19,Dmitri,PERSON,0.119730115,0,0
19,Dmitri,PERSON,0.344872802,0,0
19,Dmitri,PERSON,0.197923467,-0.5,0.5
19,Dmitri,PERSON,0.086193904,-0.100000001,0.100000001
20,Dmitri,PERSON,0.110397413,0.100000001,0.800000012
20,Dmitri,ORGANIZATION,0.001355378,-0.200000003,0.200000003
20,Dmitri,PERSON,0.07467775,-0.200000003,0.800000012
20,Dmitri,ORGANIZATION,0.412947029,0.100000001,0.100000001
20,Dmitri,PERSON,0.093371041,0.100000001,0.100000001
20,Dmitri,PERSON,0.154750228,0.200000003,0.5
20,Dmitri,PERSON,0.002935606,0.200000003,0.200000003
20,Dmitri,PERSON,0.054347176,0.600000024,0.600000024
20,Dmitri,PERSON,0.014589658,-0.200000003,0.200000003
20,Dmitri,PERSON,0.060063917,-0.300000012,0.300000012
20,Dmitri,PERSON,0.275928855,-0.100000001,0.300000012
20,Dmitri,PERSON,0.484678864,-0.200000003,0.200000003
20,Dmitri,PERSON,0.84357655,0,0.600000024
20,Dmitri,PERSON,0.330211967,0.100000001,0.100000001
20,Dmitri,PERSON,0.561633706,0,0
20,Dmitri,PERSON,0.678164482,-0.200000003,0.400000006
20,Dmitri,PERSON,0.006374646,0,0.100000001
20,Dmitri,PERSON,0.014575799,0,0
20,Dmitri,PERSON,0.767945528,0,0.200000003
20,Dmitri,ORGANIZATION,0.121371828,0,0.100000001
20,Dmitri,PERSON,0.139621943,0,0
20,Dmitri,PERSON,0.737638593,0.200000003,1.100000024
20,Dmitri,PERSON,0.91892761,0.100000001,2.5
20,Dmitri,PERSON,0.052170355,-0.200000003,0.200000003
20,Dmitri,PERSON,0.100480311,0,0
20,Dmitri,PERSON,0.367718548,-0.100000001,0.100000001
20,Dmitri,PERSON,0.114534438,0,0
20,Dmitri,PERSON,0.016674403,-0.100000001,0.100000001
20,Dmitri,ORGANIZATION,0.025726752,0,0
20,Dmitri,PERSON,0.184775621,0,0
20,Dmitri,PERSON,0.668978035,0,0
20,Dmitri,PERSON,0.332160175,-0.100000001,0.300000012
20,Dmitri,PERSON,0.035009176,-0.200000003,0.600000024
20,Dmitri,PERSON,0.886071265,-0.100000001,0.400000006
20,Dmitri,PERSON,1,0,0
21,Dmitri,PERSON,0.311304539,-0.200000003,0.200000003
21,Dmitri,PERSON,0.027223738,0,0
21,Dmitri,PERSON,0.45820123,0,0.100000001
21,Dmitri,PERSON,0.051850166,-0.5,0.5
21,Dmitri,PERSON,0.741099894,0,0
21,Dmitri,PERSON,0.07354334,0.100000001,0.100000001
21,Dmitri,PERSON,0.007257537,-0.200000003,0.5
22,Dmitri,PERSON,0.024800243,0,0
23,Dmitri,PERSON,0.506661296,0,0
23,Dmitri,PERSON,0.156945482,0,0
23,Dmitri,PERSON,0.189452708,0,0.300000012
23,Dmitri,PERSON,0.003601342,0,0
23,Dmitri,ORGANIZATION,0.040560693,-0.100000001,0.100000001
23,Dmitri,PERSON,0.008552538,0,0
23,Dmitri,PERSON,0.112019435,0,0
23,Dmitri,PERSON,0.005233837,-0.100000001,0.100000001
23,Dmitri,PERSON,0.271409273,0,0.100000001
23,Dmitri,PERSON,0.837961137,0,0
23,Dmitri,PERSON,0.019830635,-0.100000001,0.100000001
23,Dmitri,PERSON,0.046382442,0,0
24,Dmitri,PERSON,0.000513041,0.100000001,0.100000001
24,Dmitri,PERSON,0.183002353,0.100000001,1.899999976
24,Dmitri,PERSON,0.089484312,0,0
24,Dmitri,PERSON,0.204790622,0,0
24,Dmitri,PERSON,0.324332356,-0.100000001,2.599999905
24,Dmitri,PERSON,0.027119236,0.5,0.5
24,Dmitri,PERSON,0.159475431,-0.200000003,0.200000003
24,Dmitri,PERSON,1,-0.200000003,0.200000003
24,Dmitri,PERSON,0.042453259,0,0
24,Dmitri,PERSON,0.857510328,-0.100000001,0.400000006
24,Dmitri,PERSON,0.591361403,0,0
24,Dmitri,PERSON,0.308429718,0.100000001,0.699999988
24,Dmitri,PERSON,0.300072432,0,0.400000006
26,Dmitri,PERSON,0.184067428,0.200000003,1.299999952
26,Dmitri,PERSON,0.639787495,0,0
26,Dmitri,PERSON,0.030256269,0.200000003,0.200000003
31,Dmitri,PERSON,0.163512513,0.200000003,0.400000006
31,Dmitri,PERSON,0.003753372,0.699999988,0.699999988
33,Dmitri,PERSON,0.153635263,0.100000001,0.100000001
33,Dmitri,PERSON,0.803123355,0,0
33,Dmitri,PERSON,1,0,0
33,Dmitri,PERSON,0.229743481,0,0
33,Dmitri,PERSON,1,0.200000003,0.200000003
33,Dmitri,PERSON,0.041156329,0,0
33,Dmitri,PERSON,0.418527484,0,0
33,Dmitri,PERSON,0.412442327,0.100000001,0.600000024
33,Dmitri,PERSON,0.131928027,0,0
33,Dmitri,PERSON,0.086755581,0,0
33,Dmitri,PERSON,0.515924454,0,0.200000003
34,Dmitri,PERSON,0.003928259,0,0.100000001
34,Dmitri,PERSON,0.018405177,0,0
34,Dmitri,PERSON,0.884880364,0,0
34,Dmitri,PERSON,0.231237531,-0.100000001,0.899999976
35,Dmitri,PERSON,0.030962383,0,0.200000003
35,Dmitri,ORGANIZATION,0.004066922,0,0
36,Dmitri,PERSON,0.03011582,0,0.300000012
37,Dmitri,PERSON,0.078894801,0,0
37,Dmitri,PERSON,0.016258035,0.200000003,0.200000003
37,Dmitri,PERSON,0.359621257,0,0
37,Dmitri,PERSON,0.016708905,0,0
37,Dmitri,PERSON,0.039082862,0,0
38,Dmitri,PERSON,0.032840379,0.200000003,0.800000012
38,Dmitri,ORGANIZATION,0.008812564,0.200000003,0.200000003
17,Dmitri Prokofitch,PERSON,1,0,0
17,Dmitri Prokofitch,PERSON,0.92046082,0,0.899999976
17,Dmitri Prokofitch,PERSON,0.093822204,0.100000001,0.100000001
17,Dmitri Prokofitch,PERSON,0.0048972,-0.200000003,0.200000003
17,Dmitri Prokofitch,PERSON,0.919538736,0,0.100000001
17,Dmitri Prokofitch,PERSON,0.001657389,0.100000001,0.100000001
17,Dmitri Prokofitch,PERSON,0.185785964,0,0
17,Dmitri Prokofitch,PERSON,0.006725045,-0.100000001,0.100000001
17,Dmitri Prokofitch,PERSON,0.005443915,0,0
17,Dmitri Prokofitch,PERSON,0.461647213,0,0.300000012
17,Dmitri Prokofitch,PERSON,0.31507507,-0.100000001,1.200000048
17,Dmitri Prokofitch,PERSON,0.33790803,0,0
19,Dmitri Prokofitch,PERSON,0.769422352,0,0
23,Dmitri Prokofitch,PERSON,0.068075903,-0.300000012,0.600000024
24,Dmitri Prokofitch,PERSON,1,0.300000012,0.300000012
26,Dmitri Prokofitch,PERSON,0.365685672,0,0.800000012
32,Dmitri Prokofitch,PERSON,0.058357041,0.200000003,0.5
32,Dmitri Prokofitch,PERSON,0.438514769,0.600000024,1.899999976
23,Dmitri Prokofitch Dmitri,PERSON,0.012388323,0,0
34,Dmitri!,WORK_OF_ART,0.044583559,0,0
32,Du hast Diamanten und Perlen,WORK_OF_ART,1,0.100000001,0.100000001
14,Duclida,OTHER,0.077366158,-0.100000001,0.100000001
12,dullards,PERSON,0.00648595,0.200000003,0.200000003
28,dullards,PERSON,0.010988669,0,0
12,Dushkin,PERSON,0.036212187,0,0.300000012
12,Dushkin,PERSON,0.100425057,0,0.100000001
12,Dushkin,PERSON,0.037328005,0,0
11,Fedyaev,ORGANIZATION,0.0021882,0,0
7,Harkov,LOCATION,0.006951611,0,0
11,Harlamov,PERSON,0.013953956,-0.100000001,0.400000006
36,I. Poor Marfa,OTHER,0.000488352,0,0
9,Ilya Petrovitch,PERSON,0.471144974,0,0
9,Ilya Petrovitch,PERSON,0.839243114,0,0
9,Ilya Petrovitch,PERSON,0.044821929,0,0
9,Ilya Petrovitch,PERSON,0.728901982,-0.100000001,1.600000024
9,Ilya Petrovitch,PERSON,0.081419483,0,0
9,Ilya Petrovitch,PERSON,0.017971572,0,0
9,Ilya Petrovitch,PERSON,0.224930793,0,0.100000001
9,Ilya Petrovitch,PERSON,0.045843855,-0.600000024,0.600000024
9,Ilya Petrovitch,PERSON,0.003488734,0,0
9,Ilya Petrovitch,PERSON,0.002658298,0.200000003,0.200000003
9,Ilya Petrovitch,PERSON,0.086260095,0,0
9,Ilya Petrovitch,PERSON,0.817347348,0,0.400000006
9,Ilya Petrovitch,PERSON,0.061483931,0,0
9,Ilya Petrovitch,PERSON,0.30188331,0,0
9,Ilya Petrovitch,PERSON,1,0,0
10,Ilya Petrovitch,PERSON,0.036579218,-0.5,0.5
10,Ilya Petrovitch,PERSON,0.137086108,0,2
10,Ilya Petrovitch,PERSON,0.898672462,-0.200000003,0.899999976
11,Ilya Petrovitch,PERSON,0.006059145,0,0
11,Ilya Petrovitch,PERSON,0.042351216,0,0
14,Ilya Petrovitch,PERSON,1,0,0
15,Ilya Petrovitch,PERSON,0.125674173,-0.300000012,1.299999952
3,Ivan Afanasyvitch,PERSON,0.002333259,0.300000012,1.200000048
3,Ivan Ivanitch Klopstock,PERSON,0.000750839,-0.100000001,0.400000006
15,Ivan Mihailovitch,PERSON,0.005854649,0,0
2,Jack the Giant-killer,PERSON,0.002300827,-0.100000001,0.100000001
5,K,LOCATION,0.012931288,0,0
10,K,PERSON,0.013793985,0,0
2,K.,PERSON,0.03827323,0.100000001,0.100000001
3,Kapernaumov,PERSON,0.002005311,0.100000001,0.100000001
19,Kapernaumov,LOCATION,0.577239275,0,0
25,Kapernaumov,OTHER,0.020747995,0,0
25,Kapernaumov,PERSON,0.003837439,0.100000001,0.100000001
32,Kapernaumov,PERSON,0.016682295,0,0
32,Kapernaumov,OTHER,0.021688191,0.200000003,0.200000003
37,Kapernaumov,OTHER,0.011977949,0,0
38,Kapernaumov,PERSON,0.218578324,0.100000001,0.100000001
19,"Kapernaumov, Tailor",WORK_OF_ART,0.0024803,-0.100000001,0.100000001
3,Kapernaumovs,PERSON,0.008569792,0.100000001,0.200000003
25,Kapernaumovs,ORGANIZATION,0.028154099,0,0
25,Kapernaumovs,OTHER,0.166651145,0,0
32,Kapernaumovs,ORGANIZATION,0.003535202,0,0
37,Kapernaumovs,OTHER,0.024892146,0,0
9,Karl,PERSON,0.127515137,0,1.100000024
9,Karl,PERSON,0.011545271,0,0.100000001
29,Karl,PERSON,0.08189147,0,0
29,Karl,PERSON,0.065407723,-0.100000001,0.300000012
3,Katerina Ivanovna,PERSON,0.414396703,0,0.800000012
3,Katerina Ivanovna,PERSON,0.255794823,0,0.899999976
3,Katerina Ivanovna,PERSON,0.019870477,0,3.700000048
3,Katerina Ivanovna,PERSON,0.07027252,0,0.699999988
3,Katerina Ivanovna,PERSON,0.187788054,0,1.200000048
3,Katerina Ivanovna,PERSON,0.0031796,-0.100000001,0.200000003
3,Katerina Ivanovna,PERSON,0.00570708,0.400000006,0.899999976
3,Katerina Ivanovna,PERSON,0.008669847,0,0
3,Katerina Ivanovna,PERSON,0.150855541,0,3.299999952
3,Katerina Ivanovna,PERSON,0.624201059,0,3.099999905
15,Katerina Ivanovna,PERSON,0.361096203,0.100000001,2.400000095
15,Katerina Ivanovna,PERSON,0.031381197,0.400000006,0.800000012
15,Katerina Ivanovna,PERSON,0.449640661,0.100000001,0.100000001
15,Katerina Ivanovna,PERSON,0.227057666,0,0
15,Katerina Ivanovna,PERSON,0.933472037,0,0
15,Katerina Ivanovna,PERSON,0.136162654,0,0
15,Katerina Ivanovna,PERSON,0.613385022,0,0.300000012
15,Katerina Ivanovna,PERSON,0.759747028,-0.100000001,0.5
15,Katerina Ivanovna,PERSON,0.782458782,-0.100000001,0.899999976
15,Katerina Ivanovna,PERSON,0.007714302,-0.100000001,0.100000001
15,Katerina Ivanovna,PERSON,0.017337928,0.400000006,0.400000006
15,Katerina Ivanovna,PERSON,0.492477328,-0.100000001,0.600000024
15,Katerina Ivanovna,PERSON,0.543942332,0,0
15,Katerina Ivanovna,PERSON,0.391369909,0,0.300000012
15,Katerina Ivanovna,PERSON,0.638501644,-0.100000001,0.200000003
15,Katerina Ivanovna,PERSON,0.911650896,0,0
15,Katerina Ivanovna,PERSON,1,-0.200000003,0.200000003
15,Katerina Ivanovna,PERSON,1,0,0
15,Katerina Ivanovna,PERSON,0.012073629,0.200000003,0.200000003
15,Katerina Ivanovna,PERSON,0.218116239,0,0.400000006
15,Katerina Ivanovna,PERSON,0.553974867,0.200000003,0.600000024
15,Katerina Ivanovna,PERSON,0.162540227,0,0
15,Katerina Ivanovna,PERSON,0.667849362,-0.5,2.099999905
15,Katerina Ivanovna,PERSON,0.37613225,0,0.100000001
15,Katerina Ivanovna,PERSON,0.122960731,0,0.200000003
15,Katerina Ivanovna,PERSON,1,-0.200000003,0.200000003
15,Katerina Ivanovna,PERSON,0.892212212,0,0.400000006
15,Katerina Ivanovna,PERSON,0.083533786,0.100000001,0.100000001
15,Katerina Ivanovna,PERSON,0.185567945,0,0.600000024
19,Katerina Ivanovna,PERSON,0.024273051,0.5,0.5
19,Katerina Ivanovna,PERSON,0.745230973,0,1.299999952
19,Katerina Ivanovna,PERSON,0.371102571,0.100000001,0.5
19,Katerina Ivanovna,PERSON,0.81048888,0,0
19,Katerina Ivanovna,PERSON,0.030393656,0.400000006,0.800000012
19,Katerina Ivanovna,PERSON,0.121312603,0,0
19,Katerina Ivanovna,PERSON,0.004304489,0.5,0.5
25,Katerina Ivanovna,PERSON,0.577882171,0,0
25,Katerina Ivanovna,PERSON,0.024672991,0,0
25,Katerina Ivanovna,PERSON,0.011882179,0.100000001,0.100000001
25,Katerina Ivanovna,PERSON,1,-0.100000001,0.100000001
25,Katerina Ivanovna,PERSON,0.267902255,0,0.100000001
25,Katerina Ivanovna,PERSON,0.217272282,0,4.199999809
25,Katerina Ivanovna,PERSON,0.501245081,0,0.100000001
25,Katerina Ivanovna,PERSON,0.692188501,0,0
25,Katerina Ivanovna,PERSON,0.189932495,-0.200000003,0.200000003
25,Katerina Ivanovna,PERSON,0.029138783,-0.200000003,0.800000012
25,Katerina Ivanovna,PERSON,0.017880686,0,0
27,Katerina Ivanovna,PERSON,0.01723456,0.200000003,0.200000003
28,Katerina Ivanovna,PERSON,0.03333975,0.100000001,0.300000012
28,Katerina Ivanovna,PERSON,0.598948479,-0.100000001,0.100000001
28,Katerina Ivanovna,PERSON,0.049736768,-0.200000003,0.400000006
28,Katerina Ivanovna,PERSON,0.028276918,0.100000001,0.100000001
28,Katerina Ivanovna,PERSON,0.461959809,0,0.100000001
28,Katerina Ivanovna,PERSON,0.017346509,-0.300000012,0.300000012
28,Katerina Ivanovna,PERSON,0.00909418,-0.100000001,0.100000001
29,Katerina Ivanovna,PERSON,0.346429527,0,1.5
29,Katerina Ivanovna,PERSON,0.327887893,0,4.099999905
29,Katerina Ivanovna,PERSON,0.46988982,-0.100000001,2.200000048
29,Katerina Ivanovna,PERSON,0.401586056,0,0.400000006
29,Katerina Ivanovna,PERSON,0.212378532,0,0.899999976
29,Katerina Ivanovna,PERSON,0.018797535,-0.100000001,0.5
29,Katerina Ivanovna,PERSON,0.599542141,0,0.400000006
29,Katerina Ivanovna,PERSON,0.113638893,0.100000001,0.300000012
29,Katerina Ivanovna,PERSON,0.23298052,-0.100000001,1.100000024
29,Katerina Ivanovna,PERSON,0.750275731,0,0.699999988
29,Katerina Ivanovna,PERSON,0.007616173,0,0
29,Katerina Ivanovna,PERSON,0.134551555,0,0.200000003
29,Katerina Ivanovna,PERSON,0.204205573,0,0
29,Katerina Ivanovna,PERSON,0.208414003,0,0.100000001
29,Katerina Ivanovna,PERSON,0.721071005,-0.300000012,0.699999988
29,Katerina Ivanovna,PERSON,0.021922773,-0.100000001,0.100000001
29,Katerina Ivanovna,PERSON,0.187025294,-0.100000001,1.200000048
29,Katerina Ivanovna,PERSON,0.228698671,0,0
29,Katerina Ivanovna,PERSON,0.178267583,0,0.100000001
29,Katerina Ivanovna,PERSON,0.612059534,0,0.899999976
29,Katerina Ivanovna,PERSON,0.522308946,0,0.800000012
