Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
5,25,69,Hammer,LOCATION,0.36103943,0.200000003,0.200000003
2,88,39,hammers,OTHER,0.673687935,0,0
5,34,1532,Hammers,PERSON,0.003862786,0,0
16,47,39,hammers,OTHER,0.673687935,0,0
2,32,207,hand,OTHER,0.06173392,0,0
2,59,335,hand,OTHER,0.026256286,0,0
2,63,436,hand,OTHER,0.016020834,-0.100000001,0.100000001
2,146,317,hand,OTHER,0.032093484,0,0
3,42,543,hand,OTHER,0.014070594,0.100000001,0.100000001
3,46,834,hand,OTHER,0.016337823,0,0
3,48,530,hand,OTHER,0.023521466,0.200000003,0.200000003
6,2,970,hand,OTHER,0.016077379,0,0
6,4,796,hand,OTHER,0.13079375,0,0
6,7,257,hand,OTHER,0.113069296,0.200000003,0.200000003
6,9,896,hand,OTHER,0.019613246,0.200000003,0.200000003
6,79,201,hand,OTHER,0.03627973,0,0
6,86,84,hand,OTHER,0.095141605,0.100000001,0.100000001
6,95,168,hand,OTHER,0.031251855,0,0
6,121,290,hand,OTHER,0.010494664,0,0
6,122,308,hand,OTHER,0.015160871,0,0
7,4,351,hand,OTHER,0.089370243,0,0
7,57,228,hand,OTHER,0.018389547,0.5,0.5
7,58,280,hand,OTHER,0.023955496,-0.200000003,0.200000003
7,68,833,hand,OTHER,0.089429885,0.100000001,0.100000001
9,5,893,hand,OTHER,0.094721034,0,0
9,6,587,hand,OTHER,0.008392335,-0.300000012,0.300000012
9,17,390,hand,OTHER,0.012816799,0,0
9,31,458,hand,OTHER,0.032511055,0,0
9,31,458,hand,OTHER,0.009948396,0,0
9,70,797,hand,OTHER,0.022813404,0,0
9,70,797,hand,OTHER,0.022813404,0,0
9,73,698,hand,OTHER,0.015022736,-0.300000012,0.300000012
9,90,1152,hand,OTHER,0.003625223,0.300000012,0.300000012
9,115,793,hand,OTHER,0.010494193,0,0
9,134,675,hand,OTHER,0.013765495,-0.200000003,0.200000003
10,5,541,hand,OTHER,0.011848293,0,0
10,11,1489,hand,OTHER,0.001724045,-0.200000003,0.200000003
10,15,700,hand,OTHER,0.027541289,0,0
10,17,509,hand,OTHER,0.013673513,-0.300000012,0.300000012
10,45,224,hand,OTHER,0.137806416,0,0
10,89,798,hand,OTHER,0.087056622,0,0
11,59,481,hand,OTHER,0.025218146,0,0
13,18,498,hand,OTHER,0.110070907,0,0
13,18,498,hand,OTHER,0.110070907,0,0
14,8,604,hand,OTHER,0.011088029,0,0
14,17,526,hand,OTHER,0.02983495,0,0
14,20,206,hand,OTHER,0.173526809,0.100000001,0.899999976
15,31,252,hand,OTHER,0.103201479,0,0
15,38,594,hand,OTHER,0.00975229,0,0
16,71,659,hand,OTHER,0.061794784,0.200000003,0.200000003
17,38,354,hand,OTHER,0.005385661,0,0
18,1,270,hand,OTHER,0.035792068,0,0
18,8,189,hand,OTHER,0.034390137,0.5,0.5
18,52,366,hand,OTHER,0.012637827,0.100000001,0.100000001
20,61,44,hand,OTHER,0.382988662,0,0
20,108,421,hand,OTHER,0.013854959,0,0
2,43,556,handle,OTHER,0.011355019,-0.200000003,0.200000003
2,137,379,handle,OTHER,0.128948554,0,0
12,21,1014,handles,OTHER,0.032853864,-0.100000001,0.400000006
2,46,902,hands,OTHER,0.127804205,0,0
2,46,902,hands,OTHER,0.004872793,0,0
2,123,809,hands,OTHER,0.083984219,0.200000003,0.200000003
3,19,423,hands,OTHER,0.00575196,0,0
3,73,476,hands,OTHER,0.118603028,0,0
4,55,155,hands,OTHER,0.024474362,0,0
5,32,547,hands,OTHER,0.02279848,0,0
5,33,578,hands,OTHER,0.086866155,0,0.200000003
5,34,1532,hands,OTHER,0.003580136,0,0
5,50,420,hands,OTHER,0.052523583,0,0.100000001
5,50,420,hands,OTHER,0.012147997,0.100000001,0.200000003
6,144,568,hands,OTHER,0.009523908,0,0
6,147,663,hands,OTHER,0.059639573,0,0
6,150,407,hands,OTHER,0.020022327,0.100000001,0.100000001
6,155,367,hands,OTHER,0.022156114,-0.100000001,0.100000001
7,6,495,hands,OTHER,0.014357744,-0.100000001,0.100000001
8,91,603,hands,OTHER,0.082077183,0.400000006,0.400000006
8,171,379,hands,OTHER,0.014939938,0,0
9,30,497,hands,OTHER,0.01090409,-0.100000001,0.100000001
9,74,1080,hands,OTHER,0.016792936,0,0
10,28,330,hands,OTHER,0.027444789,0,0
13,82,518,hands,OTHER,0.025662493,0,0
14,47,626,hands,OTHER,0.028660124,0,0
15,14,544,hands,OTHER,0.021328097,0,0
16,61,40,hands,OTHER,0.641803861,0.600000024,0.600000024
18,14,199,hands,OTHER,0.037949584,-0.100000001,0.100000001
18,32,374,hands,OTHER,0.010939235,0,0
18,38,233,hands,OTHER,0.045308013,0,0
18,50,515,hands,OTHER,0.058111489,-0.100000001,0.200000003
19,37,282,hands,OTHER,0.028706031,0.100000001,0.100000001
20,76,331,hands,OTHER,0.011873281,0,0
6,20,97,handses,OTHER,0.19304049,0,0
6,85,25,Handses!,OTHER,0.76450932,0,0
4,68,226,handwriting,OTHER,0.017692594,0.100000001,0.100000001
5,5,970,hanging rock,OTHER,0.026848573,0,0
20,72,415,happenings,EVENT,0.045773149,0,0
5,62,141,hard rock,OTHER,0.068339325,-0.200000003,0.200000003
7,114,544,hard rock,OTHER,0.018344065,0.200000003,0.200000003
10,89,798,hard rock,OTHER,0.007594828,0.100000001,0.100000001
19,51,1185,hardships,OTHER,0.073480643,0,0
7,113,634,hares,OTHER,0.014078628,0,0
15,37,699,harm,OTHER,0.011527008,0,0
2,80,757,harp,OTHER,0.011711961,0.100000001,0.300000012
2,80,757,harp,OTHER,0.011293263,0.100000001,0.100000001
11,40,29,harp,OTHER,1,0,0
2,104,40,harps,OTHER,0.670726717,0,0
2,122,37,harps,OTHER,0.516642034,0.400000006,0.400000006
9,69,173,harps,OTHER,0.045980882,0.200000003,0.200000003
11,51,904,harps,OTHER,0.047420491,0,0
12,4,683,harps,OTHER,0.021308566,-0.100000001,0.100000001
14,33,661,harps,OTHER,0.318017781,0.200000003,0.5
16,37,248,harps,OTHER,0.208195537,0,0
16,53,33,harps,OTHER,0.419770569,0,0
9,30,497,hart,OTHER,0.027640438,0,0
9,32,454,hart,OTHER,0.0546242,-0.100000001,0.100000001
9,33,589,hart,OTHER,0.044166174,0,0
8,150,1043,harts,OTHER,0.017773246,0,0
6,62,217,haste,OTHER,0.132261649,0,0
6,62,217,haste,OTHER,0.132261649,0,0
6,135,141,haste,OTHER,0.415740699,-0.100000001,0.100000001
6,135,141,haste,OTHER,0.101603746,0,0
10,3,977,haste,OTHER,0.011780064,0,0
10,89,798,haste,OTHER,0.010933304,0.100000001,0.100000001
11,27,282,haste,OTHER,0.015889915,0,0
16,55,50,haste,OTHER,0.061986737,0,0
16,56,31,haste,OTHER,0.88898474,0,0
2,8,209,hat,OTHER,0.02647749,-0.200000003,0.200000003
2,51,311,hat,OTHER,0.030742425,0,0
3,19,423,hat,OTHER,0.027249672,0,0
3,24,200,hat,OTHER,0.04159797,-0.100000001,0.100000001
3,25,237,hat,OTHER,0.011341466,0,0
8,39,374,hat,OTHER,0.009505026,-0.100000001,0.100000001
6,147,663,hatred,OTHER,0.006958125,-0.600000024,0.600000024
18,44,1327,hatred,OTHER,0.011534607,-0.5,0.5
18,50,515,hatred,OTHER,0.094177723,-0.800000012,0.800000012
2,2,1037,hats,OTHER,0.005936392,0.400000006,0.400000006
18,31,1008,hauberk,OTHER,0.065561995,0,0
7,40,360,hawthorn-berries,OTHER,0.023653891,0,0
5,3,1136,haymaking,EVENT,0.142056033,0,0
2,4,1698,head,OTHER,0.002582795,0,0
2,46,902,head,OTHER,0.112686872,0,0
2,60,429,head,OTHER,0.097415052,0,0
2,78,1047,head,OTHER,0.003053322,0,0
3,46,834,head,OTHER,0.129392922,-0.100000001,0.100000001
3,68,261,head,PERSON,0.0073767,0,0
3,70,409,head,OTHER,0.010105274,0,0
3,73,476,head,OTHER,0.028369687,-0.5,0.5
3,79,645,head,OTHER,0.010459084,0.100000001,0.100000001
4,11,522,head,PERSON,0.439703256,-0.100000001,0.5
4,67,550,head,OTHER,0.159283876,-0.300000012,0.300000012
5,3,1136,head,OTHER,0.012311426,-0.100000001,0.100000001
5,5,970,head,OTHER,0.01655264,0,0
5,34,1532,head,OTHER,0.031465385,0,0
5,62,141,head,OTHER,0.105538867,-0.200000003,0.200000003
6,2,970,head,PERSON,0.023630992,0,0
6,3,313,head,OTHER,0.332325816,0,0
6,51,192,head,OTHER,0.014182985,0.100000001,0.100000001
6,127,279,head,OTHER,0.005319274,0.100000001,0.100000001
6,136,535,head,PERSON,0.00891549,0.200000003,0.200000003
6,143,258,head,OTHER,0.027866459,0,0
6,144,568,head,PERSON,0.0031565,0,0
7,5,351,head,OTHER,0.211291045,0,0
7,13,642,head,OTHER,0.033282325,-0.100000001,0.100000001
7,31,533,head,OTHER,0.00649098,0.100000001,0.100000001
7,46,731,head,OTHER,0.020515,0,0
7,99,456,head,PERSON,0.015213441,0,0
7,101,653,head,OTHER,0.015527983,-0.100000001,0.100000001
8,36,243,head,OTHER,0.107199833,0,0
8,57,176,head,OTHER,0.094387338,-0.100000001,0.100000001
8,124,322,head,OTHER,0.018802021,0,0
8,137,452,head,OTHER,0.053408876,0,0
8,142,356,head,OTHER,0.055229768,0,0
9,40,223,head,OTHER,0.043190569,0,0
9,41,881,head,OTHER,0.02377305,0,0
9,42,759,head,OTHER,0.090582557,0,0
9,47,414,head,OTHER,0.304438978,-0.300000012,0.300000012
9,70,797,head,OTHER,0.021654012,0.300000012,0.300000012
9,90,1152,head,OTHER,0.00175582,-0.100000001,0.100000001
9,137,424,head,OTHER,0.018298013,0,0
10,5,541,head,PERSON,0.007465518,0,0
10,11,1489,head,OTHER,0.003557376,0,0
10,17,509,head,PERSON,0.012598553,-0.100000001,0.100000001
10,25,651,head,OTHER,0.175985366,0,0.100000001
10,25,651,head,PERSON,0.009471056,0,0
10,42,147,head,OTHER,0.068415068,0,0
10,48,212,head,OTHER,0.087682948,0,0
10,86,413,head,OTHER,0.065446287,0,0
11,2,626,head,PERSON,0.012433479,0,0
11,9,691,head,OTHER,0.01256241,0.100000001,0.100000001
11,18,902,head,OTHER,0.016053112,-0.100000001,0.100000001
12,15,1039,head,OTHER,0.004591325,0,0
12,16,1476,head,OTHER,0.010674631,0,0
12,30,354,head,OTHER,0.241343752,0,0
12,33,847,head,OTHER,0.015953857,0,0
13,11,754,head,OTHER,0.005043878,0.100000001,0.100000001
13,20,613,head,OTHER,0.069739565,0.100000001,0.300000012
13,77,575,head,PERSON,0.188993812,0,0.800000012
13,77,575,head,OTHER,0.034767799,0,0
13,79,542,head,OTHER,0.052601632,0,0
13,80,475,head,PERSON,0.026503108,0,0
13,94,1047,head,OTHER,0.008125254,0,0
14,9,423,head,OTHER,0.041211035,-0.100000001,0.100000001
14,23,523,head,OTHER,0.010833826,0.100000001,0.100000001
14,36,346,head,OTHER,0.015285188,0.100000001,0.100000001
14,38,415,head,OTHER,0.089364938,0,0
14,60,335,head,OTHER,0.021673352,0,0
15,26,346,head,OTHER,0.121069126,0,0
15,43,287,head,PERSON,0.009895132,0,0
16,4,248,head,OTHER,0.008339655,0,0
16,13,329,head,OTHER,0.017243464,0,0
16,30,1185,head,OTHER,0.007453814,0,0
16,30,1185,head,OTHER,0.004689889,0,0
16,33,512,head,OTHER,0.023875229,0.100000001,0.100000001
17,3,311,head,OTHER,0.007208505,0,0
18,49,633,head,OTHER,0.004447809,0,0
19,1,245,head,PERSON,0.012154435,0,0
19,3,454,head,PERSON,0.078307495,0,0
19,4,108,head,OTHER,0.207769051,0.100000001,0.100000001
19,11,143,head,OTHER,0.070857994,0,0
20,44,247,head,OTHER,0.015941793,0.100000001,0.100000001
2,4,1698,heads,OTHER,0.007745455,0.200000003,0.200000003
5,2,979,heads,OTHER,0.006544467,0,0
5,5,970,heads,OTHER,0.011496933,-0.100000001,0.100000001
6,8,701,heads,OTHER,0.007557936,0.300000012,0.300000012
6,164,401,heads,OTHER,0.028047826,-0.300000012,0.300000012
7,44,220,heads,OTHER,0.152011216,0,0
8,162,307,heads,OTHER,0.14006564,0,0
9,124,224,heads,OTHER,0.039750446,0,0
9,129,337,heads,OTHER,0.074221842,0.100000001,0.100000001
12,21,1014,heads,OTHER,0.005478005,-0.100000001,0.100000001
13,99,833,heads,OTHER,0.018580616,0,0
14,40,342,heads,OTHER,0.018479317,0,0
18,54,536,heads,OTHER,0.031686939,0,0
20,101,266,heads,OTHER,0.052335687,0.100000001,0.100000001
11,54,561,health,OTHER,0.02779139,0,0
2,165,2424,heap,OTHER,0.003221565,0.600000024,0.600000024
3,73,476,heap,OTHER,0.021343416,-0.100000001,0.100000001
9,125,436,heap,OTHER,0.075182535,-0.400000006,0.400000006
17,28,370,heap,OTHER,0.027926989,0,0
5,46,539,heaps,OTHER,0.014190063,-0.100000001,0.100000001
18,58,456,heaps,OTHER,0.0072523,-0.5,0.5
6,144,568,hearing,EVENT,0.0095575,0,0
5,18,859,heart,LOCATION,0.010452439,0,0
5,50,420,heart,OTHER,0.006655213,0.400000006,0.400000006
6,7,257,heart,OTHER,0.113069296,0.200000003,0.200000003
6,111,364,heart,OTHER,0.009924075,-0.200000003,0.200000003
6,120,264,heart,OTHER,0.013529124,-0.100000001,0.100000001
7,43,123,job,OTHER,0.113127671,0,0
9,22,179,job,OTHER,0.073376216,0.699999988,1.399999976
9,115,793,job,OTHER,0.016773745,-0.600000024,0.600000024
9,116,292,job,OTHER,0.147214726,0,0
12,24,288,job,OTHER,0.167056799,0,0
12,24,288,job,OTHER,0.042412389,0,0
13,5,708,job,OTHER,0.018824777,0,0
13,61,371,job,OTHER,0.071261562,-0.100000001,0.100000001
11,12,535,job finding,OTHER,0.017277554,-0.100000001,0.300000012
5,9,524,jobs,OTHER,0.022154715,-0.200000003,0.200000003
12,16,1476,joint,OTHER,0.007340082,0,0
9,49,303,joke,OTHER,0.829750896,-0.300000012,2.900000095
19,20,624,joke,OTHER,0.005298737,0,0
2,131,297,journey,OTHER,0.109543823,0.400000006,0.800000012
2,131,297,journey,OTHER,0.04572418,0.300000012,0.300000012
2,183,305,journey,OTHER,0.023751659,0,0
2,184,575,journey,OTHER,0.008672331,0,0
3,25,237,journey,EVENT,0.01139795,0.300000012,0.300000012
4,1,847,journey,OTHER,0.018414013,0.600000024,0.600000024
5,40,340,journey,OTHER,0.157377809,0,0
7,6,495,journey,OTHER,0.006309892,-0.100000001,0.100000001
7,107,729,journey,OTHER,0.008136037,0,0
8,7,143,journey,EVENT,0.279500932,0,0
8,142,356,journey,OTHER,0.026016526,0,0
8,143,1621,journey,OTHER,0.042139817,0,0
8,172,393,journey,OTHER,0.037662521,-0.600000024,0.600000024
9,47,414,journey,OTHER,0.039900176,0,0
10,91,916,journey,EVENT,0.058557019,0.200000003,0.200000003
11,16,351,journey,OTHER,0.026015652,0.100000001,0.100000001
11,61,426,journey,OTHER,0.00767711,0,0
12,4,683,journey,EVENT,0.396944493,0.400000006,0.899999976
12,4,683,journey,EVENT,0.016509412,-0.100000001,0.100000001
12,14,472,journey,EVENT,0.007189954,0,0
19,21,933,journey,OTHER,0.009238791,0,0
20,71,369,journey,OTHER,0.011849403,0,0
20,44,247,journeyings,EVENT,0.161501318,0.100000001,0.100000001
14,62,938,journeys,OTHER,0.00581235,0,0
7,5,351,joy,OTHER,0.070806682,0,0
13,19,1048,joy,OTHER,0.070658773,0.100000001,0.100000001
15,10,197,joy,OTHER,0.08113727,-0.100000001,0.100000001
16,15,203,joy,OTHER,0.039566789,0.200000003,0.200000003
16,17,160,joy,OTHER,0.121151172,0.200000003,0.200000003
16,20,700,joy,OTHER,0.153082058,0.400000006,0.400000006
18,44,1327,joy,OTHER,0.002681645,0.100000001,0.100000001
19,21,933,joy,OTHER,0.049731929,0,0
19,42,261,joy,OTHER,0.015229892,0.200000003,0.200000003
2,47,277,jug,OTHER,0.244438916,0,0
3,44,284,jug,OTHER,0.016173661,0,0
8,133,864,jug,OTHER,0.057389684,0,0
10,42,147,jug,OTHER,0.06286028,0,0
10,45,224,jug,OTHER,0.137806416,0,0
3,42,543,jugs,CONSUMER_GOOD,0.014070594,0.100000001,0.100000001
3,73,476,jugs,CONSUMER_GOOD,0.031016855,0,0
9,81,142,juice,OTHER,0.023117073,0.100000001,0.100000001
9,115,793,juiciest,OTHER,0.010913068,0,0
13,99,833,jumble,OTHER,0.009036785,-0.100000001,0.100000001
9,29,911,jump,OTHER,0.012385692,0.699999988,0.699999988
16,72,739,justice,OTHER,0.026270164,0,0
19,33,418,keeping,OTHER,0.011592141,0,0
10,38,871,kennel,LOCATION,0.00779195,-0.100000001,0.100000001
11,10,798,kennel,LOCATION,0.010594969,-0.300000012,0.300000012
2,25,215,kettle,OTHER,0.112778865,0,0
3,29,604,kettle,OTHER,0.008289427,0.400000006,0.400000006
6,54,165,kettle,CONSUMER_GOOD,0.170129925,0,0
8,1,376,kettle,OTHER,0.010668235,0,0
20,100,579,kettle,OTHER,0.0679406,0.200000003,0.200000003
4,4,269,kettle singing,OTHER,0.016179301,0.300000012,0.300000012
2,155,223,key,OTHER,0.294012487,0,0
2,155,223,key,OTHER,0.011198627,0,0
2,176,274,key,OTHER,0.023727212,-0.200000003,0.200000003
2,178,313,key,OTHER,0.022715863,0,0
3,112,314,key,OTHER,0.041829266,0,0
12,35,53,key,OTHER,0.758261561,0.100000001,0.100000001
12,35,53,key,OTHER,0.124807715,0,0
12,37,99,key,OTHER,0.534992456,0,0
12,37,99,key,OTHER,0.334270984,0.100000001,0.200000003
12,38,215,key,OTHER,0.170512021,0,0.100000001
14,2,425,key,OTHER,0.046163008,-0.300000012,0.699999988
3,113,730,keyhole,OTHER,0.044616282,0.100000001,0.100000001
10,14,441,keyhole,OTHER,0.030075561,0,0
13,98,313,keyhole,OTHER,0.015164862,0,0
4,71,153,key-hole,OTHER,0.053219363,0,0
12,16,1476,key-hole,OTHER,0.005130548,0.100000001,0.100000001
4,56,245,key-holes,OTHER,0.029247902,0,0
3,19,423,keys,OTHER,0.015452774,0,0
10,25,651,keys,OTHER,0.008725899,0.100000001,0.100000001
10,25,651,keys,OTHER,0.007065732,0,0
10,33,201,keys,OTHER,0.104042381,0,0
10,34,293,keys,OTHER,0.01387426,0.200000003,0.200000003
10,35,770,keys,OTHER,0.006724335,-0.100000001,0.100000001
11,55,555,keys,OTHER,0.012467399,0.100000001,0.100000001
9,117,526,kick,EVENT,0.014315634,0.100000001,0.100000001
9,87,426,kicking,EVENT,0.005040505,-0.5,0.5
2,40,120,Kili,PERSON,0.276963592,0,0
2,42,78,Kili,PERSON,0.455670744,0,0
2,59,335,Kili,LOCATION,0.014347513,0,0
2,80,757,Kili,PERSON,0.051284954,0,0
2,132,266,Kili,OTHER,0.007257782,0,0
3,34,346,Kili,PERSON,0.014418378,0,0
3,73,476,Kili,LOCATION,0.005541867,-0.100000001,0.100000001
5,9,524,Kili,LOCATION,0.10319484,0,0
5,10,186,Kili,PERSON,0.261179358,0,0
5,13,1023,Kili,PERSON,0.008987337,0.200000003,0.200000003
5,52,446,Kili,PERSON,0.026733749,0.100000001,0.100000001
7,53,1168,Kili,PERSON,0.007251469,0.100000001,0.100000001
8,76,152,Kili,LOCATION,0.109818153,0,0
9,21,428,Kili,PERSON,0.127750352,0.100000001,0.300000012
9,24,230,Kili,LOCATION,0.015306043,0,0
9,68,338,Kili,PERSON,0.16076982,0,0
9,72,556,Kili,LOCATION,0.028097954,0,0
9,119,400,Kili,LOCATION,0.085738271,0,0
11,13,403,Kili,PERSON,0.013449026,0,0
11,15,311,Kili,LOCATION,0.143679321,0.300000012,0.300000012
11,18,902,Kili,LOCATION,0.051674351,0.300000012,0.300000012
11,22,69,Kili,LOCATION,0.464057595,0,0
11,23,145,Kili,LOCATION,0.028007237,0,0
11,51,904,Kili,LOCATION,0.00631161,0,0
12,7,577,Kili,LOCATION,0.052091472,0,0
12,16,1476,Kili,PERSON,0.024638308,-0.100000001,0.100000001
12,19,368,Kili,LOCATION,0.030296104,0,0
13,4,353,Kili,PERSON,0.024020281,0.100000001,0.100000001
13,25,211,Kili,LOCATION,0.017055459,0,0
14,25,238,Kili,PERSON,0.031218069,0,0
14,33,661,Kili,PERSON,0.062264338,0.200000003,0.200000003
16,29,497,Kili,PERSON,0.006017917,0,0
16,82,477,Kili,LOCATION,0.008368756,0,0
17,17,448,Kili,LOCATION,0.003826557,0,0
18,61,672,Kili,LOCATION,0.011240738,-0.300000012,0.300000012
19,32,626,Kili,PERSON,0.031950854,0,0
19,39,337,Kili,PERSON,0.020189751,0.100000001,0.100000001
6,118,263,light,OTHER,0.036177102,-0.100000001,0.100000001
6,120,264,light,OTHER,0.249521092,0,0
6,125,417,light,OTHER,0.044768579,0.200000003,0.200000003
6,145,772,light,OTHER,0.002187811,0,0
6,151,419,light,OTHER,0.011418346,0.100000001,0.100000001
6,151,419,light,OTHER,0.007192547,0,0
6,152,311,light,OTHER,0.084056802,0.100000001,0.100000001
7,34,465,light,OTHER,0.016410705,0.100000001,0.100000001
7,45,112,light,OTHER,0.054117415,0,0
7,99,456,light,OTHER,0.01148189,0,0
8,45,618,light,OTHER,0.037509028,0.100000001,0.200000003
8,93,552,light,OTHER,0.026135614,-0.100000001,0.100000001
8,95,604,light,OTHER,0.019199578,0.100000001,0.100000001
8,120,41,light,OTHER,0.116250865,0,0
8,150,1043,light,OTHER,0.012238023,0,0
8,172,393,light,OTHER,0.071617089,0,0
9,1,496,light,OTHER,0.01141286,0,0
9,4,662,light,OTHER,0.011882365,0,0
9,15,217,light,OTHER,0.055533808,0,0
9,37,750,light,OTHER,0.066040993,0,0
9,42,759,light,OTHER,0.01135135,-0.100000001,0.100000001
9,53,135,light,OTHER,0.031928491,0,0
9,54,432,light,OTHER,0.026709558,0,0
9,71,218,light,OTHER,0.035454135,0,0
9,73,698,light,OTHER,0.032091167,-0.400000006,0.400000006
9,75,490,light,OTHER,0.265244514,0,0
9,135,395,light,OTHER,0.00665594,0.200000003,0.200000003
9,136,1680,light,OTHER,0.015810966,-0.600000024,0.600000024
9,141,501,light,OTHER,0.029264424,0,0
10,1,597,light,OTHER,0.005003644,0,0
10,83,542,light,OTHER,0.029467758,0,0
11,28,523,light,OTHER,0.006366133,0,0
12,30,354,light,OTHER,0.031630829,0,0
12,33,847,light,OTHER,0.021182671,0.400000006,0.400000006
13,10,543,light,OTHER,0.319332033,0,0
13,12,410,light,OTHER,0.01717489,0.100000001,0.100000001
13,27,96,light,OTHER,0.108372532,0,0
13,41,366,light,OTHER,0.088090949,-0.100000001,0.100000001
13,70,713,light,OTHER,0.102142565,0,0
14,9,423,light,OTHER,0.040710699,0,0
14,10,179,light,OTHER,0.015996145,0,0
14,13,265,light,OTHER,0.034100804,0,0
14,14,48,light,OTHER,0.106415451,0,0
14,16,394,light,OTHER,0.011259974,0,0
14,17,526,light,OTHER,0.006789788,-0.100000001,0.100000001
14,18,505,light,OTHER,0.112006627,0,0
14,18,505,light,OTHER,0.09726005,0,0
14,19,840,light,OTHER,0.03519265,0.100000001,0.200000003
14,19,840,light,OTHER,0.022758065,0,0
14,19,840,light,OTHER,0.020830298,0,0
14,19,840,light,OTHER,0.006868822,0.100000001,0.100000001
14,23,523,light,OTHER,0.046269335,0.100000001,0.100000001
14,25,238,light,OTHER,0.033009369,-0.100000001,0.100000001
14,28,233,light,OTHER,0.036677245,0.200000003,0.200000003
14,32,481,light,OTHER,0.015340406,0,0
14,43,393,light,OTHER,0.019508533,0,0
14,45,374,light,OTHER,0.030857995,-0.100000001,0.100000001
14,47,626,light,OTHER,0.020821815,0,0
14,47,626,light,OTHER,0.01450563,0,0
15,2,624,light,OTHER,0.006110934,-0.100000001,0.100000001
15,8,361,light,OTHER,0.234999463,0.200000003,0.200000003
15,27,194,light,OTHER,0.040034268,-0.100000001,0.100000001
16,51,41,light,OTHER,0.740899026,0.100000001,0.100000001
17,21,121,light,OTHER,0.784597337,0,0
18,8,189,light,OTHER,0.015215165,0.400000006,0.400000006
18,40,425,light,OTHER,0.01778074,0,0
18,46,206,light,OTHER,0.107988298,0,0
19,27,237,light,OTHER,0.02976343,-0.100000001,0.100000001
14,14,48,Light!,OTHER,0.73923552,-0.100000001,0.100000001
14,4,160,lightening,OTHER,0.23753044,0,0
9,6,587,lighting watch-fires,EVENT,0.217841133,0,0
2,78,1047,lightning,OTHER,0.09112557,0,0
2,133,992,lightning,OTHER,0.002084942,-0.200000003,0.200000003
2,133,992,lightning,OTHER,0.002084942,-0.200000003,0.200000003
5,4,818,lightning,OTHER,0.014170147,0.300000012,0.300000012
5,4,818,lightning,OTHER,0.006238692,-0.100000001,0.100000001
5,6,175,lightning,OTHER,0.245240226,0,0
5,17,534,lightning,OTHER,0.010118202,0,0
5,41,328,lightning,OTHER,0.011009256,0,0
7,93,341,lightning,OTHER,0.017041339,0,0
9,90,1152,lightning,OTHER,0.003657075,0,0
9,91,533,lightning,OTHER,0.004329801,0,0
13,70,713,lightning,OTHER,0.039368268,0.100000001,0.100000001
18,40,425,lightning,OTHER,0.071263216,0.100000001,0.200000003
18,41,531,lightning,OTHER,0.031374574,0,0
5,5,970,lightning-flashes,OTHER,0.014493094,0,0
5,45,212,lights,OTHER,0.300030172,0.300000012,0.300000012
7,31,533,lights,OTHER,0.044782411,0,0
9,55,223,lights,OTHER,0.126535356,0,0
9,57,678,lights,OTHER,0.014414732,0,0
9,59,902,lights,OTHER,0.0186757,0.200000003,0.200000003
9,61,85,lights,OTHER,1,0.100000001,0.100000001
9,63,270,lights,OTHER,0.073718406,0,0
9,63,270,lights,OTHER,0.012042155,-0.100000001,0.100000001
9,68,338,lights,OTHER,0.062008258,0,0
9,141,501,lights,OTHER,0.026742173,0,0
10,39,344,lights,OTHER,0.052839067,0,0
11,28,523,lights,OTHER,0.004006143,0.5,0.5
14,30,275,lights,OTHER,0.013893743,0.300000012,0.300000012
14,41,286,lights,OTHER,0.145113423,0,0
15,4,146,lights,OTHER,0.191615105,0.300000012,0.300000012
16,31,113,lights,OTHER,0.2551893,0,0
17,19,176,lights,OTHER,0.076515831,-0.100000001,0.100000001
2,164,1413,like,OTHER,0.006554638,0,0
13,70,713,like,OTHER,0.012419836,-0.300000012,0.300000012
13,94,1047,like,OTHER,0.002857551,0,0
13,87,447,likes,OTHER,0.009441977,0,0
15,11,950,liking,OTHER,0.010570871,0,0
9,72,556,Lili,PERSON,0.028097954,0,0
2,17,1135,lilies,OTHER,0.009726006,0.200000003,0.200000003
4,25,23,lil-lolly,OTHER,0.168771595,0.200000003,0.200000003
13,12,410,limbs,OTHER,0.035369087,0.100000001,0.100000001
5,33,578,line,OTHER,0.014665966,0,0
5,48,333,line,OTHER,0.006329766,0,0
8,149,785,line,OTHER,0.123646542,0.100000001,0.300000012
9,62,526,line,OTHER,0.046204217,0,0
9,70,797,line,OTHER,0.021654012,0.300000012,0.300000012
10,2,544,line,OTHER,0.012216574,0,0
13,36,321,line,OTHER,0.055753052,-0.200000003,0.200000003
14,41,286,line,OTHER,0.074240759,0,0
15,26,346,line,OTHER,0.011116516,0.100000001,0.100000001
15,28,148,line,OTHER,0.00791092,0,0
16,21,501,line,OTHER,0.004729978,0,0
18,64,159,line,OTHER,0.082616635,0,0
18,64,159,line,OTHER,0.082616635,0,0
19,51,1185,line,OTHER,0.006330226,0,0
7,68,833,lines,OTHER,0.013888226,0,0
8,14,427,lines,OTHER,0.045468632,0,0
9,37,750,lines,OTHER,0.007229156,0,0
12,16,1476,lintel,OTHER,0.005130548,0.100000001,0.100000001
3,45,459,lips,OTHER,0.007757134,0,0
13,96,319,listening,OTHER,0.020133587,0,0
